ab,bb,hr,pos,rank,avg,id,name,k,r,games,rbi,team,sb,slg,obp
357,,12.0,C,921,.258,8851,Devin Mesoraco,,41.0,,49.0,Cin,1.0,,
300,,8.0,"2B,3B",922,.213,8361,Luis Valbuena,,29.0,,32.0,ChC,1.0,,
0.0,,0.0,OF,926,.000,6901,Andres Torres,,0.0,,0.0,SF,0.0,,
354,,4.0,"2B,3B,SS",928,.249,7420,Maicer Izturis,,37.0,,29.0,Tor,8.0,,
171,,9.0,3B,931,.234,7459,Donnie Murphy,,23.0,,23.0,ChC,1.0,,
529,,15.0,OF,932,.267,9385,Marcell Ozuna,,72.0,,69.0,Mia,11.0,,
382,,6.0,"1B,2B,3B",934,.259,9412,Ed Lucas,,48.0,,36.0,Mia,2.0,,
264,,9.0,OF,935,.246,7644,Franklin Gutierrez,,29.0,,31.0,Sea,7.0,,
0.0,,0.0,2B,936,.000,8321,Chris Getz,,0.0,,0.0,Tor,0.0,,
325,,14.0,C,938,.222,7662,Geovany Soto,,41.0,,41.0,Tex,1.0,,
377,,13.0,Util,939,.257,8665,Danny Valencia,,44.0,,54.0,KC,1.0,,
235,,8.0,"1B,OF",940,.234,8413,Kyle Blanks,,27.0,,32.0,SD,1.0,,
371,,4.0,"2B,OF",943,.275,9038,Steve Lombardozzi,,41.0,,29.0,Det,9.0,,
296,,3.0,"C,1B",944,.280,9067,Jordan Pacheco,,29.0,,31.0,Col,2.0,,
253,,10.0,"2B,CI",945,.241,9144,Ryan Flaherty,,31.0,,35.0,Bal,1.0,,
489,,6.0,OF,946,.266,9377,Juan Lagares,,57.0,,48.0,NYM,12.0,,
0.0,,0.0,C,947,.000,8052,Kurt Suzuki,,0.0,,0.0,Min,0.0,,
500,,9.0,OF,948,.274,9378,Robbie Grossman,,84.0,,46.0,Hou,17.0,,
270,,5.0,"2B,3B,SS,OF",949,.248,8921,Logan Forsythe,,35.0,,26.0,TB,7.0,,
0.0,,0.0,Util,951,.000,6279,Lance Berkman,,0.0,,0.0,Tex,0.0,,
217,,6.0,OF,952,.235,8797,Brian Bogusevic,,26.0,,20.0,Mia,7.0,,
0.0,,0.0,OF,954,.000,7143,Jason Bay,,0.0,,0.0,Sea,0.0,,
218,,3.0,"1B,2B",956,.266,7749,Kevin Frandsen,,25.0,,20.0,Phi,1.0,,
222,,5.0,C,957,.270,7551,Brayan Pena,,20.0,,24.0,Cin,0.0,,
0.0,,0.0,3B,958,.000,6049,Placido Polanco,,0.0,,0.0,Mia,0.0,,
223,,2.0,"2B,3B,SS",959,.247,6793,Nick Punto,,27.0,,17.0,Oak,4.0,,
0.0,,0.0,"1B,OF",960,.000,8367,Matt Tuiasosopo,,0.0,,0.0,Ari,0.0,,
440,,11.0,OF,962,.230,9325,Aaron Hicks,,72.0,,45.0,Min,19.0,,
239,,1.0,"2B,SS,OF",963,.293,6636,Willie Bloomquist,,31.0,,19.0,Sea,6.0,,
269,,8.0,OF,964,.275,9438,Corey Dickerson,,42.0,,32.0,Col,5.0,,
260,,6.0,"1B,MI,OF",965,.254,8224,Sean Rodriguez,,33.0,,28.0,TB,4.0,,
366,,8.0,OF,966,.260,8823,Alex Presley,,43.0,,29.0,Min,8.0,,
527,,5.0,SS,967,.249,9259,Adeiny Hechavarria,,48.0,,50.0,Mia,11.0,,
0.0,,0.0,SS,968,.000,8934,Pete Kozma,,0.0,,0.0,StL,0.0,,
0.0,,0.0,C,969,.000,8760,Erik Kratz,,0.0,,0.0,Tor,0.0,,
0.0,,0.0,"3B,OF",970,.000,7998,Don Kelly,,0.0,,0.0,Det,0.0,,
497,,22.0,OF,971,.258,6862,Ryan Ludwick,,61.0,,83.0,Cin,0.0,,
208,,3.0,OF,972,.264,7858,Ryan Sweeney,,23.0,,19.0,ChC,1.0,,
342,,13.0,2B,973,.249,9391,Derek Dietrich,,51.0,,46.0,Mia,3.0,,
0.0,,0.0,SS,974,.000,7527,Ronny Cedeno,,0.0,,0.0,Phi,0.0,,
0.0,,0.0,"2B,3B,SS",975,.000,7880,Joaquin Arias,,0.0,,0.0,SF,0.0,,
0.0,,0.0,OF,976,.000,8605,Tyler Colvin,,0.0,,0.0,SF,0.0,,
219,,2.0,"2B,SS",977,.269,8235,Jonathan Herrera,,22.0,,15.0,Bos,4.0,,
0.0,,0.0,OF,978,.000,8468,Shane Robinson,,0.0,,0.0,StL,0.0,,
0.0,,0.0,OF,979,.000,9046,Logan Schafer,,0.0,,0.0,Mil,0.0,,
0.0,,0.0,OF,980,.000,8304,Travis Snider,,0.0,,0.0,Pit,0.0,,
360,,3.0,"2B,SS",981,.236,8324,Cliff Pennington,,39.0,,28.0,Ari,8.0,,
0.0,,0.0,2B,982,.000,7855,Alexi Casilla,,0.0,,0.0,Bal,0.0,,
0.0,,0.0,OF,983,.000,8966,Andrew Brown,,0.0,,0.0,NYM,0.0,,
293,,4.0,1B,984,.259,7439,Greg Dobbs,,26.0,,32.0,Mia,2.0,,
289,,3.0,OF,985,.277,9307,L.J. Hoes,,41.0,,28.0,Hou,11.0,,
134,,2.0,C,986,.284,6968,Wil Nieves,,11.0,,14.0,Phi,0.0,,
0.0,,0.0,"2B,SS",987,.000,9134,Munenori Kawasaki,,0.0,,0.0,Tor,0.0,,
291,,10.0,"1B,OF",988,.247,9062,Chris Parmelee,,29.0,,33.0,Min,1.0,,
0.0,,0.0,"1B,3B",989,.000,9044,Josh Satin,,0.0,,0.0,NYM,0.0,,
222,,2.0,SS,990,.243,8863,Dee Gordon,,27.0,,13.0,LAD,24.0,,
207,,7.0,C,991,.256,8825,Hank Conger,,24.0,,25.0,LAA,0.0,,
270,,10.0,"1B,3B",992,.237,7049,Kevin Youkilis,,41.0,,37.0,NYY,0.0,,
0.0,,0.0,"3B,SS",995,.000,8822,Pedro Ciriaco,,0.0,,0.0,KC,0.0,,
0.0,,0.0,C,996,.000,6330,Jose Molina,,0.0,,0.0,TB,0.0,,
268,,12.0,"1B,OF",997,.243,9170,Tyler Moore,,30.0,,42.0,Was,0.0,,
0.0,,0.0,OF,998,.000,7594,Jeff Francoeur,,0.0,,0.0,Cle,0.0,,
0.0,,0.0,"2B,3B",999,.000,7024,Jamey Carroll,,0.0,,0.0,Was,0.0,,
192,,8.0,C,1002,.203,8572,Tyler Flowers,,21.0,,19.0,CWS,0.0,,
349,,5.0,OF,1003,.255,9120,Anthony Gose,,55.0,,31.0,Tor,19.0,,
474,,11.0,OF,1004,.262,7684,Cameron Maybin,,72.0,,43.0,SD,29.0,,
0.0,,0.0,OF,1005,.000,8713,Brennan Boesch,,0.0,,0.0,LAA,0.0,,
0.0,,0.0,C,1006,.000,7857,Chris Stewart,,0.0,,0.0,Pit,0.0,,
0.0,,0.0,"2B,SS",1007,.000,9142,Marwin Gonzalez,,0.0,,0.0,Hou,0.0,,
0.0,,0.0,"2B,3B",1008,.000,5888,Miguel Tejada,,0.0,,0.0,KC,0.0,,
274,,7.0,2B,1009,.215,8805,Danny Espinosa,,31.0,,26.0,Was,6.0,,
0.0,,0.0,"2B,3B,SS",1010,.000,9234,Jeff Bianchi,,0.0,,0.0,Mil,0.0,,
128,,4.0,OF,1011,.242,8117,Steve Pearce,,14.0,,17.0,Bal,1.0,,
0.0,,0.0,OF,1012,.000,6733,Endy Chavez,,0.0,,0.0,Sea,0.0,,
0.0,,0.0,OF,1013,.000,8682,Jordan Danks,,0.0,,0.0,CWS,0.0,,
0.0,,0.0,OF,1014,.000,8288,Roger Bernadina,,0.0,,0.0,Cin,0.0,,
0.0,,0.0,2B,1015,.000,8033,Tony Abreu,,0.0,,0.0,SF,0.0,,
187,,0.0,OF,1016,.273,8933,Tony Campana,,32.0,,8.0,Ari,18.0,,
176,,9.0,OF,1017,.256,9177,Scott Van Slyke,,25.0,,28.0,LAD,3.0,,
160,,2.0,"2B,OF",1018,.244,8950,Josh Harrison,,19.0,,15.0,Pit,3.0,,
512,,12.0,3B,1019,.256,9477,Cody Asche,,59.0,,67.0,Phi,7.0,,
0.0,,0.0,C,1020,.000,8462,Carlos Corporan,,0.0,,0.0,Hou,0.0,,
182,,4.0,C,1021,.264,8972,Hector Sanchez,,16.0,,27.0,SF,0.0,,
368,,5.0,SS,1022,.226,8042,Brendan Ryan,,41.0,,31.0,NYY,9.0,,
272,,7.0,1B,1023,.272,9352,Nate Freiman,,24.0,,36.0,Oak,0.0,,
0.0,,0.0,C,1024,.000,7129,Gerald Laird,,0.0,,0.0,Atl,0.0,,
302,,6.0,SS,1025,.225,7231,Clint Barmes,,24.0,,26.0,Pit,1.0,,
0.0,,0.0,OF,1026,.000,9152,Kirk Nieuwenhuis,,0.0,,0.0,NYM,0.0,,
0.0,,0.0,C,1027,.000,8638,Jesus Montero,,0.0,,0.0,Sea,0.0,,
0.0,,0.0,"2B,3B,SS,OF",1028,.000,9132,Freddy Galvis,,0.0,,0.0,Phi,0.0,,
0.0,,0.0,OF,1029,.000,9435,Caleb Gindl,,0.0,,0.0,Mil,0.0,,
0.0,,0.0,OF,1030,.000,9183,Charlie Culberson,,0.0,,0.0,Col,0.0,,
358,,11.0,C,1031,.265,9505,Josmil Pinto,,39.0,,46.0,Min,0.0,,
261,,4.0,1B,1032,.245,7635,Daric Barton,,32.0,,27.0,Oak,1.0,,
331,,10.0,OF,1034,.254,9251,Moises Sierra,,44.0,,42.0,Tor,7.0,,
323,,8.0,C,1035,.276,9098,Yasmani Grandal,,46.0,,48.0,SD,0.0,,
0.0,,0.0,C,1036,.000,9023,Anthony Recker,,0.0,,0.0,NYM,0.0,,
0.0,,0.0,OF,1037,.000,7118,Reed Johnson,,0.0,,0.0,Mia,0.0,,
0.0,,0.0,"2B,3B,SS",1038,.000,9054,Eduardo Escobar,,0.0,,0.0,Min,0.0,,
0.0,,0.0,OF,1040,.000,8968,Collin Cowgill,,0.0,,0.0,LAA,0.0,,
0.0,,0.0,C,1041,.000,9147,Stephen Vogt,,0.0,,0.0,Oak,0.0,,
0.0,,0.0,C,1042,.000,6956,David Ross,,0.0,,0.0,Bos,0.0,,
0.0,,0.0,C,1043,.000,7941,George Kottaras,,0.0,,0.0,ChC,0.0,,
0.0,,0.0,"1B,3B,OF",1044,.000,6127,Jerry Hairston Jr.,,0.0,,0.0,LAD,0.0,,
376,,1.0,SS,1045,.258,8672,Ruben Tejada,,39.0,,23.0,NYM,4.0,,
0.0,,0.0,OF,1046,.000,6442,Dewayne Wise,,0.0,,0.0,CWS,0.0,,
392,,15.0,C,1047,.232,9322,Mike Zunino,,56.0,,51.0,Sea,0.0,,
154,,7.0,OF,1048,.305,8191,Nolan Reimold,,21.0,,19.0,Bal,0.0,,
0.0,,0.0,"2B,3B,SS",1049,.000,8441,Ramiro Pena,,0.0,,0.0,Atl,0.0,,
451,,7.0,"2B,SS",1050,.262,6404,Rafael Furcal,,65.0,,45.0,Mia,14.0,,
0.0,,0.0,"2B,3B,SS",1051,.000,6933,Ramon Santiago,,0.0,,0.0,Cin,0.0,,
0.0,,0.0,"2B,OF",1052,.000,9411,Cesar Hernandez,,0.0,,0.0,Phi,0.0,,
227,,6.0,C,1053,.189,7296,Jeff Mathis,,18.0,,27.0,Mia,0.0,,
0.0,,0.0,2B,1054,.000,8866,Grant Green,,0.0,,0.0,LAA,0.0,,
0.0,,0.0,OF,1055,.000,7918,Trevor Crowe,,0.0,,0.0,Det,0.0,,
212,,7.0,"C,1B",1056,.222,9045,Martin Maldonado,,19.0,,27.0,Mil,0.0,,
0.0,,0.0,"1B,OF",1057,.000,9445,Sean Halton,,0.0,,0.0,Mil,0.0,,
313,,4.0,C,1058,.243,8127,Ryan Hanigan,,25.0,,29.0,TB,0.0,,
0.0,,0.0,1B,1059,.000,9531,Tommy Medica,,0.0,,0.0,SD,0.0,,
0.0,,0.0,C,1060,.000,8387,Francisco Cervelli,,0.0,,0.0,NYY,0.0,,
427,,9.0,OF,1062,.255,9338,Jackie Bradley Jr.,,72.0,,46.0,Bos,13.0,,
0.0,,0.0,"1B,OF",1063,.000,9403,Chris Colabello,,0.0,,0.0,Min,0.0,,
218,,3.0,"1B,3B",1064,.243,7774,Jack Hannahan,,22.0,,23.0,Cin,0.0,,
0.0,,0.0,C,1065,.000,9020,Ryan Lavarnway,,0.0,,0.0,Bos,0.0,,
232,,7.0,C,1066,.276,9075,Tim Federowicz,,31.0,,36.0,LAD,0.0,,
350,,9.0,C,1067,.243,9452,Josh Phegley,,36.0,,43.0,CWS,3.0,,
0.0,,0.0,C,1068,.000,7493,Kelly Shoppach,,0.0,,0.0,Cle,0.0,,
0.0,,0.0,C,1069,.000,7235,Humberto Quintero,,0.0,,0.0,Sea,0.0,,
0.0,,0.0,"C,OF",1071,.000,9309,Chris Herrmann,,0.0,,0.0,Min,0.0,,
252,,5.0,OF,1072,.278,9506,Abraham Almonte,,42.0,,29.0,Sea,11.0,,
0.0,,0.0,OF,1073,.000,8820,Mike Baxter,,0.0,,0.0,LAD,0.0,,
0.0,,0.0,"2B,SS",1074,.000,8320,Adam Rosales,,0.0,,0.0,Tex,0.0,,
0.0,,0.0,"2B,SS,OF",1075,.000,9268,Jake Elmore,,0.0,,0.0,Oak,0.0,,
0.0,,0.0,CI,1076,.000,6930,Ty Wigginton,,0.0,,0.0,Mia,0.0,,
0.0,,0.0,OF,1077,.000,9437,Marc Krauss,,0.0,,0.0,Hou,0.0,,
0.0,,0.0,C,1078,.000,6795,Yorvit Torrealba,,0.0,,0.0,LAA,0.0,,
0.0,,0.0,"3B,SS",1079,.000,8365,Luis Cruz,,0.0,,0.0,NYY,0.0,,
0.0,,0.0,3B,1080,.000,9517,Marcus Semien,,0.0,,0.0,CWS,0.0,,
0.0,,0.0,"3B,SS",1081,.000,8842,Andrew Romine,,0.0,,0.0,LAA,0.0,,
0.0,,0.0,OF,1082,.000,9490,Kevin Pillar,,0.0,,0.0,Tor,0.0,,
272,,3.0,2B,1083,.257,9499,Ryan Goins,,28.0,,27.0,Tor,3.0,,
0.0,,0.0,OF,1084,.000,9428,Juan Perez,,0.0,,0.0,SF,0.0,,
0.0,,0.0,C,1085,.000,8938,Tony Cruz,,0.0,,0.0,StL,0.0,,
0.0,,0.0,3B,1086,.000,9367,Luis Jimenez,,0.0,,0.0,LAA,0.0,,
0.0,,0.0,OF,1087,.000,9436,Zoilo Almonte,,0.0,,0.0,NYY,0.0,,
0.0,,0.0,Util,1088,.000,6811,Wilson Betemit,,0.0,,0.0,TB,0.0,,
333,,5.0,2B,1089,.261,8956,Jemile Weeks,,47.0,,23.0,Bal,14.0,,
0.0,,0.0,3B,1090,.000,9292,Brock Holt,,0.0,,0.0,Bos,0.0,,
0.0,,0.0,"1B,3B",1091,.000,7047,Chad Tracy,,0.0,,0.0,LAA,0.0,,
0.0,,0.0,C,1092,.000,9265,Rob Brantly,,0.0,,0.0,Mia,0.0,,
0.0,,0.0,OF,1093,.000,9504,Matt den Dekker,,0.0,,0.0,NYM,0.0,,
0.0,,0.0,C,1094,.000,9082,Austin Romine,,0.0,,0.0,NYY,0.0,,
0.0,,0.0,"1B,3B",1095,.000,8359,Casey McGehee,,0.0,,0.0,Mia,0.0,,
0.0,,0.0,OF,1096,.000,9384,Donald Lutz,,0.0,,0.0,Cin,0.0,,
0.0,,0.0,C,1097,.000,9394,Tony Sanchez,,0.0,,0.0,Pit,0.0,,
0.0,,0.0,MI,1098,.000,9090,Tyler Pastornicky,,0.0,,0.0,Atl,0.0,,
0.0,,0.0,C,1099,.000,9208,Bryan Holaday,,0.0,,0.0,Det,0.0,,
0.0,,0.0,2B,1100,.000,9213,Hernan Perez,,0.0,,0.0,Det,0.0,,
286,,6.0,3B,1101,.255,9483,Wilmer Flores,,32.0,,40.0,NYM,1.0,,
0.0,,0.0,OF,1102,.000,7176,Laynce Nix,,0.0,,0.0,Phi,0.0,,
0.0,,0.0,2B,1103,.000,9345,Leury Garcia,,0.0,,0.0,CWS,0.0,,
0.0,,0.0,OF,1104,.000,9406,Jeff Kobernus,,0.0,,0.0,Was,0.0,,
0.0,,0.0,2B,1105,.000,9010,Johnny Giavotella,,0.0,,0.0,KC,0.0,,
0.0,,0.0,OF,1106,.000,9005,Jimmy Paredes,,0.0,,0.0,KC,0.0,,
0.0,,0.0,OF,1107,.000,9451,Joey Terdoslavich,,0.0,,0.0,Atl,0.0,,
0.0,,0.0,OF,1108,.000,9184,Elian Herrera,,0.0,,0.0,Mil,0.0,,
0.0,,0.0,OF,1109,.000,9276,Francisco Peguero,,0.0,,0.0,Bal,0.0,,
0.0,,0.0,C,1110,.000,8975,Eric Fryer,,0.0,,0.0,Min,0.0,,
0.0,,0.0,OF,1111,.000,9441,Engel Beltre,,0.0,,0.0,Tex,0.0,,
0.0,,0.0,1B,1112,.000,8917,David Cooper,,0.0,,0.0,Cle,0.0,,
0.0,,0.0,OF,1113,.000,6851,Austin Kearns,,0.0,,0.0,Mia,0.0,,
0.0,,0.0,"2B,3B",1114,.000,9395,David Adams,,0.0,,0.0,Cle,0.0,,
0.0,,0.0,"2B,SS,CI",1115,.000,8793,Chris Valaika,,0.0,,0.0,ChC,0.0,,
0.0,,0.0,2B,1116,.000,9104,Jonathan Schoop,,0.0,,0.0,Bal,0.0,,
0.0,,0.0,C,1117,.000,8569,Josh Thole,,0.0,,0.0,Tor,0.0,,
0.0,,0.0,"2B,3B",1118,.000,9353,Nick Noonan,,0.0,,0.0,SF,0.0,,
0.0,,0.0,C,1119,.000,7458,Rene Rivera,,0.0,,0.0,SD,0.0,,
0.0,,0.0,OF,1120,.000,9001,Jose Constanza,,0.0,,0.0,Atl,0.0,,
0.0,,0.0,CI,1121,.000,9244,Ryan Wheeler,,0.0,,0.0,Col,0.0,,
0.0,,0.0,"2B,SS",1122,.000,6638,Cesar Izturis,,0.0,,0.0,Hou,0.0,,
0.0,,0.0,"2B,3B,SS",1123,.000,6269,John McDonald,,0.0,,0.0,LAA,0.0,,
0.0,,0.0,Util,1124,.000,9465,Henry Urrutia,,0.0,,0.0,Bal,0.0,,
0.0,,0.0,OF,1125,.000,8908,Carlos Peguero,,0.0,,0.0,KC,0.0,,
0.0,,0.0,SS,1126,.000,9521,Ehire Adrianza,,0.0,,0.0,SF,0.0,,
0.0,,0.0,Util,1127,.000,9507,Jose Ramirez,,0.0,,0.0,Cle,0.0,,
177,,6.0,OF,1128,.254,9489,Andrew Lambo,,24.0,,25.0,Pit,2.0,,
0.0,,0.0,OF,1129,.000,9077,Corey Brown,,0.0,,0.0,Bos,0.0,,
0.0,,0.0,OF,1130,.000,9181,Xavier Avery,,0.0,,0.0,Sea,0.0,,
0.0,,0.0,C,1131,.000,8492,Brett Hayes,,0.0,,0.0,KC,0.0,,
0.0,,0.0,C,1132,.000,5862,Henry Blanco,,0.0,,0.0,Ari,0.0,,
0.0,,0.0,OF,1133,.000,9482,Joey Butler,,0.0,,0.0,StL,0.0,,
0.0,,0.0,OF,1134,.000,8731,Casper Wells,,0.0,,0.0,ChC,0.0,,
0.0,,0.0,3B,1135,.000,8811,Brent Morel,,0.0,,0.0,Pit,0.0,,
0.0,,0.0,C,1137,.000,8568,John Hester,,0.0,,0.0,LAA,0.0,,
0.0,,0.0,OF,1138,.000,9512,Jim Adduci,,0.0,,0.0,Tex,0.0,,
0.0,,0.0,CI,1139,.000,8504,Chris Gimenez,,0.0,,0.0,Oak,0.0,,
0.0,,0.0,Util,1140,.000,9525,Zach Walters,,0.0,,0.0,Was,0.0,,
0.0,,0.0,CI,1141,.000,9164,Zach Lutz,,0.0,,0.0,NYM,0.0,,
0.0,,0.0,OF,1142,.000,9502,Reymond Fuentes,,0.0,,0.0,SD,0.0,,
0.0,,0.0,C,1143,.000,9087,Steve Clevenger,,0.0,,0.0,Bal,0.0,,
0.0,,0.0,"2B,3B",1144,.000,8187,Brent Lillibridge,,0.0,,0.0,Tex,0.0,,
0.0,,0.0,MI,1145,.000,8691,Tim Beckham,,0.0,,0.0,TB,0.0,,
0.0,,0.0,C,1146,.000,9520,Cameron Rupp,,0.0,,0.0,Phi,0.0,,
0.0,,0.0,C,1147,.000,8306,Taylor Teagarden,,0.0,,0.0,NYM,0.0,,
0.0,,0.0,OF,1148,.000,9203,Alex Castellanos,,0.0,,0.0,SD,0.0,,
0.0,,0.0,OF,1149,.000,7184,Matt Diaz,,0.0,,0.0,Mia,0.0,,
393,,9.0,OF,1150,.242,9340,Jake Marisnick,,46.0,,41.0,Mia,13.0,,
0.0,,0.0,OF,1151,.000,9290,Eury Perez,,0.0,,0.0,Was,0.0,,
0.0,,0.0,OF,1152,.000,8850,Brett Jackson,,0.0,,0.0,ChC,0.0,,
0.0,,0.0,SS,1153,.000,9536,Wilfredo Tovar,,0.0,,0.0,NYM,0.0,,
0.0,,0.0,SS,1154,.000,9016,Justin Sellers,,0.0,,0.0,Cle,0.0,,
0.0,,0.0,OF,1155,.000,9432,Jaff Decker,,0.0,,0.0,Pit,0.0,,
0.0,,0.0,1B,1156,.000,9051,Efren Navarro,,0.0,,0.0,LAA,0.0,,
382,,12.0,OF,1157,.277,9510,Michael Choice,,52.0,,52.0,Tex,3.0,,
0.0,,0.0,OF,1158,.000,9354,Alfredo Marte,,0.0,,0.0,Ari,0.0,,
0.0,,0.0,OF,1159,.000,9476,Todd Cunningham,,0.0,,0.0,Atl,0.0,,
0.0,,0.0,OF,1160,.000,9474,Roger Kieschnick,,0.0,,0.0,SF,0.0,,
0.0,,0.0,C,1161,.000,7409,Chris Snyder,,0.0,,0.0,Was,0.0,,
0.0,,0.0,C,1162,.000,9522,Johnny Monell,,0.0,,0.0,Bal,0.0,,
0.0,,0.0,C,1163,.000,9529,Juan Centeno,,0.0,,0.0,NYM,0.0,,
0.0,,0.0,Util,1164,.000,9496,Max Stassi,,0.0,,0.0,Hou,0.0,,
0.0,,0.0,OF,1165,.000,8924,Brandon Guyer,,0.0,,0.0,TB,0.0,,
0.0,,0.0,OF,1166,.000,9313,Rafael Ortega,,0.0,,0.0,StL,0.0,,
0.0,,0.0,1B,1167,.000,9361,Shane Peterson,,0.0,,0.0,Oak,0.0,,
0.0,,0.0,SS,1168,.000,8974,Chase d'Arnaud,,0.0,,0.0,Pit,0.0,,
0.0,,0.0,C,1169,.000,9404,Jesus Sucre,,0.0,,0.0,Sea,0.0,,
0.0,,0.0,"1B,3B",1170,.000,9254,Mike Olt,,0.0,,0.0,ChC,0.0,,
0.0,,0.0,C,1171,.000,9180,Sandy Leon,,0.0,,0.0,Was,0.0,,
0.0,,0.0,OF,1172,.000,9633,Nick Williams,,0.0,,0.0,Tex,0.0,,
0.0,,0.0,1B,1173,.000,9600,Greg Bird,,0.0,,0.0,NYY,0.0,,
0.0,,0.0,OF,1174,.000,9355,Ender Inciarte,,0.0,,0.0,Ari,0.0,,
0.0,,0.0,SS,1175,.000,9573,Carlos Correa,,0.0,,0.0,Hou,0.0,,
0.0,,0.0,1B,1176,.000,9556,Daniel Vogelbach,,0.0,,0.0,ChC,0.0,,
0.0,,0.0,OF,1177,.000,9617,Alex Dickerson,,0.0,,0.0,SD,0.0,,
0.0,,0.0,OF,1178,.000,9628,Stephen Piscotty,,0.0,,0.0,StL,0.0,,
0.0,,0.0,OF,1179,.000,9565,David Dahl,,0.0,,0.0,Col,0.0,,
348,,10.0,3B,1180,.270,9609,Maikel Franco,,37.0,,48.0,Phi,0.0,,
0.0,,0.0,1B,1181,.000,9583,C.J. Cron,,0.0,,0.0,LAA,0.0,,
0.0,,0.0,C,1182,.000,9596,Kevin Plawecki,,0.0,,0.0,NYM,0.0,,
0.0,,0.0,OF,1183,.000,9228,Jorge Soler,,0.0,,0.0,ChC,0.0,,
0.0,,0.0,SS,1184,.000,9571,Trevor Story,,0.0,,0.0,Col,0.0,,
0.0,,0.0,C,1185,.000,9615,Reese McGuire,,0.0,,0.0,Pit,0.0,,
0.0,,0.0,OF,1186,.000,9117,Gary Brown,,0.0,,0.0,SF,0.0,,
0.0,,0.0,2B,1187,.000,9591,Eddie Rosario,,0.0,,0.0,Min,0.0,,
0.0,,0.0,C,1188,.000,9631,Jorge Alfaro,,0.0,,0.0,Tex,0.0,,
0.0,,0.0,3B,1189,.000,9324,Kaleb Cowart,,0.0,,0.0,LAA,0.0,,
0.0,,0.0,OF,1190,.000,9603,Tyler Austin,,0.0,,0.0,NYY,0.0,,
0.0,,0.0,SS,1191,.000,9611,Alen Hanson,,0.0,,0.0,Pit,0.0,,
0.0,,0.0,1B,1192,.000,9595,Dominic Smith,,0.0,,0.0,NYM,0.0,,
0.0,,0.0,1B,1193,.000,9606,Max Muncy,,0.0,,0.0,Oak,0.0,,
0.0,,0.0,"3B,SS",1194,.000,9110,Miguel Sano,,0.0,,0.0,Min,0.0,,
0.0,,0.0,3B,1195,.000,9579,Hunter Dozier,,0.0,,0.0,KC,0.0,,
0.0,,0.0,C,1196,.000,9541,Stryker Trahan,,0.0,,0.0,Ari,0.0,,
0.0,,0.0,OF,1197,.000,9568,Kyle Parker,,0.0,,0.0,Col,0.0,,
0.0,,0.0,2B,1198,.000,9545,Tommy La Stella,,0.0,,0.0,Atl,0.0,,
0.0,,0.0,OF,1199,.000,9621,Rymer Liriano,,0.0,,0.0,SD,0.0,,
0.0,,0.0,1B,1200,.000,9605,Matt Olson,,0.0,,0.0,Oak,0.0,,
0.0,,0.0,3B,1201,.000,9622,D.J. Peterson,,0.0,,0.0,Sea,0.0,,
0.0,,0.0,OF,1202,.000,9538,Kevin Kiermaier,,0.0,,0.0,TB,0.0,,
0.0,,0.0,SS,1203,.000,9114,Hak-Ju Lee,,0.0,,0.0,TB,0.0,,
0.0,,0.0,SS,1204,.000,9552,Mookie Betts,,0.0,,0.0,Bos,0.0,,
346,,8.0,OF,1205,.289,9613,Gregory Polanco,,49.0,,52.0,Pit,16.0,,
0.0,,0.0,2B,1206,.000,9574,Delino Deshields Jr.,,0.0,,0.0,Hou,0.0,,
0.0,,0.0,3B,1207,.000,9587,Colin Moran,,0.0,,0.0,Mia,0.0,,
288,,7.0,1B,1208,.247,9099,Jon Singleton,,43.0,,39.0,Hou,1.0,,
0.0,,0.0,OF,1209,.000,9561,Jesse Winker,,0.0,,0.0,Cin,0.0,,
0.0,,0.0,C,1210,.000,9097,Gary Sanchez,,0.0,,0.0,NYY,0.0,,
0.0,,0.0,OF,1211,.000,9590,Byron Buxton,,0.0,,0.0,Min,0.0,,
0.0,,0.0,OF,1212,.000,9414,Joc Pederson,,0.0,,0.0,LAD,0.0,,
0.0,,0.0,2B,1213,.000,9572,Devon Travis,,0.0,,0.0,Det,0.0,,
0.0,,0.0,3B,1214,.000,9550,Garin Cecchini,,0.0,,0.0,Bos,0.0,,
0.0,,0.0,OF,1215,.000,9639,Brian Goodwin,,0.0,,0.0,Was,0.0,,
0.0,,0.0,3B,1216,.000,9558,Kris Bryant,,0.0,,0.0,ChC,0.0,,
0.0,,0.0,OF,1217,.000,9601,Mason Williams,,0.0,,0.0,NYY,0.0,,
0.0,,0.0,"C,1B",1218,.000,9101,Tommy Joseph,,0.0,,0.0,Phi,0.0,,
0.0,,0.0,SS,1219,.000,9116,Francisco Lindor,,0.0,,0.0,Cle,0.0,,
0.0,,0.0,3B,1220,.000,9630,Joey Gallo,,0.0,,0.0,Tex,0.0,,
0.0,,0.0,OF,1221,.000,9562,Phillip Ervin,,0.0,,0.0,Cin,0.0,,
0.0,,0.0,C,1222,.000,9336,Austin Hedges,,0.0,,0.0,SD,0.0,,
0.0,,0.0,SS,1223,.000,9610,J.P. Crawford,,0.0,,0.0,Phi,0.0,,
0.0,,0.0,C,1224,.000,9570,Tom Murphy,,0.0,,0.0,Col,0.0,,
0.0,,0.0,OF,1225,.000,9564,Clint Frazier,,0.0,,0.0,Cle,0.0,,
