ab,bb,hr,pos,rank,avg,id,name,k,r,games,rbi,team,sb,slg,obp
452,52,3,OF,309,.265,1603,Gregor Blanco,95,50,,41,SF,14,.350,.341
391,39,8,OF,310,.251,942,David DeJesus,79,52,,38,TB,5,.402,.327
101,8,3,C,311,.208,2175,Jesus Montero,21,6,,9,Sea,0,.327,.264
281,24,8,OF,312,.192,3726,Aaron Hicks,84,37,,27,Min,9,.338,.259
154,18,11,"1B, OF",313,.279,819,Jeff Baker,48,21,,21,Mia,1,.545,.360
433,26,6,2B,314,.270,753,Mark Ellis,74,46,,48,StL,4,.351,.323
373,26,13,C,315,.233,1991,Nick Hundley,98,35,,44,SD,1,.389,.290
167,8,4,OF,316,.222,3032,Tyler Moore,58,16,,21,Wsh,0,.347,.260
--,--,--,SS,317,--,4603,Javier Baez,--,--,,--,ChC,--,--,--
147,5,2,OF,318,.259,3510,Anthony Gose,37,15,,12,Tor,4,.408,.283
128,10,5,DH,319,.195,1886,Nolan Reimold,41,17,,12,Bal,0,.336,.250
229,6,4,C,320,.297,1195,Brayan Pena,26,19,,22,Cin,0,.397,.315
149,8,11,3B,321,.255,1106,Donnie Murphy,48,23,,23,ChC,2,.530,.319
231,29,3,OF,322,.247,1884,Jordan Schafer,73,32,,21,Atl,22,.346,.331
277,30,7,C,323,.249,2230,Jose Lobaton,65,38,,32,Wsh,0,.394,.320
--,--,--,SS,324,--,5322,Arismendy Alcantara,--,--,,--,ChC,--,--,--
190,14,4,1B,325,.274,3135,Nate Freiman,31,10,,24,Oak,0,.389,.327
100,24,5,C,326,.180,1607,George Kottaras,42,13,,12,ChC,1,.370,.349
328,22,5,"SS, 2B, 3B",327,.238,2844,Daniel Descalso,56,43,,43,StL,6,.366,.290
225,4,1,"3B, SS",328,.271,1476,Joaquin Arias,33,17,,19,SF,1,.342,.284
135,9,4,C,329,.252,3494,Stephen Vogt,28,18,,16,Oak,0,.400,.295
256,14,10,C,330,.195,2432,Tyler Flowers,94,24,,24,CWS,0,.355,.247
1,0,0,C,331,.000,4234,Christian Bethancourt,1,0,,0,Atl,0,.000,.000
135,13,6,C,332,.215,2609,Anthony Recker,49,17,,19,NYM,0,.400,.280
368,22,5,"OF, 2B",333,.236,2950,Alexi Amarista,57,35,,32,SD,4,.337,.282
246,29,2,OF,334,.280,2700,Craig Gentry,46,39,,22,Oak,24,.386,.373
247,10,1,1B,335,.239,2997,Jordan Pacheco,38,23,,22,Col,0,.312,.276
290,8,2,"2B, OF",336,.259,4469,Stephen Lombardozzi,34,25,,22,Det,4,.338,.278
437,27,2,OF,337,.293,3164,J.B. Shuck,54,60,,39,LAA,8,.366,.331
353,27,11,OF,338,.227,2317,John Mayberry Jr.,90,47,,39,Phi,5,.391,.286
298,25,4,OF,339,.211,2810,Logan Schafer,60,29,,33,Mil,7,.322,.279
192,18,0,OF,340,.255,2387,Derrick Robinson,44,21,,8,FA,4,.323,.322
--,--,--,3B,341,--,5675,Kris Bryant,--,--,,--,ChC,--,--,--
51,4,1,OF,342,.157,1570,Cameron Maybin,9,7,,5,SD,4,.235,.232
234,23,7,OF,343,.252,1813,Justin Maxwell,78,35,,25,KC,6,.436,.328
261,24,5,OF,344,.215,2001,Travis Snider,75,28,,25,Pit,2,.333,.281
392,20,4,OF,345,.242,3895,Juan Lagares,96,35,,34,NYM,6,.352,.281
161,8,8,DH,346,.304,2169,Danny Valencia,33,20,,23,KC,0,.553,.335
--,--,--,OF,347,--,5150,Byron Buxton,--,--,,--,Min,--,--,--
30,3,1,OF,348,.233,3104,Andrew Lambo,11,4,,2,Pit,0,.400,.303
520,26,7,OF,349,.262,609,Ichiro Suzuki,63,57,,35,NYY,20,.342,.297
6,0,0,2B,350,.167,2151,Scott Sizemore,2,0,,0,NYY,0,.333,.167
102,11,4,C,351,.216,783,David Ross,42,11,,10,Bos,1,.382,.298
88,2,3,OF,352,.250,4070,Josh Harrison,10,10,,14,Pit,2,.409,.290
58,0,0,DH,353,.276,5594,Henry Urrutia,11,5,,2,Bal,0,.310,.276
183,13,4,C,354,.169,2811,Martin Maldonado,53,13,,22,Mil,0,.284,.236
215,11,9,2B,355,.214,4259,Derek Dietrich,56,32,,23,Mia,1,.405,.275
--,--,--,OF,356,--,5005,Josh Bell,--,--,,--,Pit,--,--,--
304,14,5,SS,357,.211,941,Clint Barmes,70,22,,23,Pit,0,.309,.249
222,29,2,C,358,.198,1816,Ryan Hanigan,27,17,,21,TB,0,.261,.306
280,43,8,"1B, DH",359,.207,620,Carlos Pena,92,38,,25,LAA,1,.346,.321
160,10,4,C,360,.231,3500,Tim Federowicz,56,12,,16,LAD,0,.356,.275
72,6,2,OF,361,.264,3960,Abraham Almonte,21,10,,9,Sea,1,.403,.313
269,26,1,"SS, 2B",362,.242,2023,Cliff Pennington,54,25,,18,Ari,2,.309,.310
16,2,1,OF,363,.188,2078,Jason Bourgeois,4,2,,2,Cin,0,.375,.278
294,33,8,"OF, 1B",364,.228,2791,Chris Parmelee,81,21,,24,Min,1,.354,.309
--,--,--,SS,365,--,4605,Francisco Lindor,--,--,,--,Cle,--,--,--
190,30,3,1B,366,.279,3770,Josh Satin,56,23,,17,NYM,1,.405,.376
294,33,2,"SS, 2B, 3B",367,.255,707,Nick Punto,67,34,,21,Oak,3,.327,.328
14,1,1,2B,368,.286,4461,Jonathan Schoop,2,5,,1,Bal,0,.500,.333
139,19,1,3B,369,.216,1548,Jack Hannahan,38,12,,14,Cin,0,.288,.317
--,--,--,1B,370,--,3690,Mike Olt,--,--,,--,ChC,--,--,--
--,--,--,SS,371,--,3299,Dean Anna,--,--,,--,NYY,--,--,--
319,28,2,"2B, OF",372,.263,1210,Skip Schumaker,54,31,,30,Cin,2,.332,.332
119,15,4,DH,373,.261,1803,Steve Pearce,25,14,,13,Bal,1,.420,.362
160,20,7,1B,374,.194,5175,Chris Colabello,58,14,,17,Min,0,.344,.287
--,--,--,SS,375,--,3151,Hak-Ju Lee,--,--,,--,TB,--,--,--
283,22,2,C,376,.233,498,Jose Molina,63,26,,18,TB,2,.304,.290
200,11,2,3B,377,.280,2209,Justin Turner,34,12,,16,LAD,0,.385,.319
121,14,1,C,378,.281,879,Gerald Laird,23,12,,13,Atl,1,.372,.367
165,11,3,"SS, 3B",379,.236,3044,Eduardo Escobar,34,23,,10,Min,0,.345,.282
125,9,2,SS,380,.224,2354,Pedro Ciriaco,23,9,,8,KC,9,.336,.279
--,--,--,OF,381,--,3876,Joc Pederson,--,--,,--,LAD,--,--,--
77,2,1,C,382,.299,3501,Ryan Lavarnway,17,8,,14,Bos,0,.429,.329
--,--,--,3B,383,--,2800,Josh Vitters,--,--,,--,ChC,--,--,--
205,21,1,"2B, 3B, SS",384,.224,768,Ramon Santiago,32,27,,14,Cin,0,.288,.298
195,14,1,"SS, 2B",385,.292,1929,Jonathan Herrera,24,16,,16,Bos,3,.364,.336
157,9,10,OF,386,.191,842,Scott Hairston,44,18,,26,Wsh,2,.414,.237
27,2,1,C,387,.296,4434,Bryan Holaday,3,8,,2,Det,0,.444,.367
95,5,1,3B,388,.211,3024,Wilmer Flores,23,8,,13,NYM,0,.295,.248
334,20,11,"OF, DH",389,.260,1112,Delmon Young,78,30,,38,Bal,0,.407,.307
139,8,0,2B,390,.317,626,Willie Bloomquist,11,16,,14,Sea,0,.367,.360
410,34,1,SS,391,.217,2834,Pete Kozma,91,44,,35,StL,3,.273,.275
191,10,7,C,392,.225,2161,Carlos Corporan,60,16,,20,Hou,0,.361,.287
140,10,1,2B,393,.250,2776,Grant Green,44,16,,17,LAA,0,.343,.301
211,13,3,3B,394,.227,2431,Chris Nelson,66,19,,24,Cin,2,.327,.273
195,17,5,"OF, 1B",395,.246,1918,Sean Rodriguez,59,21,,23,TB,1,.385,.320
145,5,10,OF,396,.248,1281,Franklin Gutierrez,43,18,,24,Sea,3,.503,.273
223,15,1,C,397,.211,3597,Rob Brantly,53,11,,18,Mia,0,.265,.263
112,9,1,2B,398,.214,1456,Alexi Casilla,20,15,,10,Bal,9,.295,.268
315,38,2,SS,399,.222,1256,Omar Quintanilla,70,28,,21,NYM,2,.283,.306
319,23,4,SS,400,.197,1718,Brendan Ryan,73,30,,22,NYY,4,.273,.255
147,10,5,SS,401,.190,2019,Adam Rosales,34,15,,12,Tex,0,.327,.259
57,5,0,1B,402,.158,767,Ty Wigginton,19,9,,3,Mia,0,.193,.238
392,29,15,C,403,.222,847,John Buck,104,39,,62,Sea,2,.365,.288
308,13,1,OF,404,.247,582,Juan Pierre,27,36,,8,FA,23,.305,.284
264,14,3,SS,405,.242,1172,Ronny Cedeno,73,24,,21,Phi,5,.330,.287
236,11,1,"3B, SS",406,.237,4236,Jeff Bianchi,46,22,,25,Mil,4,.292,.272
267,24,3,"SS, 3B",407,.236,1862,Jayson Nix,80,32,,24,TB,13,.311,.308
143,10,6,OF,408,.273,2305,Brian Bogusevic,35,18,,16,Mia,2,.462,.323
252,12,5,"1B, 2B",409,.234,1368,Kevin Frandsen,29,27,,26,Phi,1,.341,.296
30,1,0,2B,410,.300,3124,Tyler Pastornicky,5,5,,0,Atl,0,.333,.323
69,5,1,SS,411,.188,2544,Justin Sellers,20,6,,2,Cle,0,.246,.263
129,20,7,OF,412,.240,3128,Scott Van Slyke,37,13,,19,LAD,1,.465,.342
204,9,4,SS,413,.221,3267,Marwin Gonzalez,37,22,,14,Hou,6,.319,.252
445,36,14,1B,414,.240,623,Lyle Overbay,111,43,,59,Mil,2,.393,.295
15,1,0,SS,415,.200,4667,Wilfredo Tovar,3,1,,2,NYM,1,.200,.294
162,11,5,2B,416,.247,1430,Ryan Roberts,39,15,,17,ChC,0,.377,.295
--,--,--,3B,417,--,3701,Michael Almanzar,--,--,,--,Bal,--,--,--
104,2,0,3B,418,.260,4446,Luis Jimenez,28,15,,5,LAA,0,.317,.291
107,14,1,OF,419,.290,3081,Moises Sierra,29,11,,13,Tor,1,.458,.369
115,5,3,C,420,.217,2917,Michael McKenry,24,9,,14,Col,0,.348,.262
104,13,3,1B,421,.269,1569,Daric Barton,18,15,,16,Oak,0,.375,.350
209,20,1,2B,422,.220,2020,Chris Getz,24,29,,18,Tor,16,.273,.288
240,32,1,SS,423,.229,4521,Munenori Kawasaki,41,27,,24,Tor,7,.308,.326
272,22,2,OF,424,.250,755,Andres Torres,61,33,,21,FA,4,.342,.302
74,5,4,C,425,.203,813,Miguel Olivo,23,5,,9,LAD,0,.392,.250
205,13,6,2B,426,.234,2782,Freddy Galvis,45,13,,19,Phi,1,.385,.283
--,--,--,OF,427,--,3122,Brandon Guyer,--,--,,--,TB,--,--,--
69,10,3,1B,428,.290,5379,Tommy Medica,23,9,,10,SD,0,.449,.380
66,2,0,2B,429,.197,3328,Hernan Perez,15,13,,5,Det,1,.227,.217
408,37,13,3B,430,.245,2079,Conor Gillaspie,79,46,,40,CWS,0,.390,.305
--,--,--,SS,431,--,5050,Alen Hanson,--,--,,--,Pit,--,--,--
75,3,3,OF,432,.160,2414,Tyler Colvin,27,8,,10,SF,0,.280,.192
52,8,3,C,433,.269,2089,Francisco Cervelli,9,12,,8,NYY,0,.500,.377
102,4,3,OF,434,.206,5358,Kevin Pillar,29,11,,13,Tor,0,.333,.250
95,12,3,OF,435,.189,2901,Kirk Nieuwenhuis,32,10,,14,NYM,2,.337,.278
20,4,0,C,436,.100,1067,Chris Snyder,7,0,,1,Wsh,0,.100,.250
40,0,0,OF,437,.250,3208,Engel Beltre,5,7,,2,Tex,1,.275,.268
--,--,--,1B,438,--,4479,Hunter Morris,--,--,,--,Mil,--,--,--
361,23,3,2B,439,.249,2574,Donovan Solano,57,33,,34,Mia,3,.316,.305
129,9,0,"SS, 2B",440,.209,629,Cesar Izturis,13,6,,11,Hou,0,.271,.259
--,--,--,OF,441,--,2982,Brett Jackson,--,--,,--,ChC,--,--,--
67,2,0,C,442,.254,1105,Rene Rivera,16,4,,7,SD,0,.328,.268
377,23,1,3B,443,.260,388,Placido Polanco,31,33,,23,FA,2,.302,.315
58,4,1,OF,444,.207,3662,Matt den Dekker,23,7,,6,NYM,4,.276,.270
408,21,8,OF,445,.240,3149,Brandon Barnes,127,46,,41,Col,11,.346,.289
197,18,9,C,446,.213,2495,Erik Kratz,45,21,,26,Tor,0,.386,.280
26,3,1,OF,447,.154,3732,Jaff Decker,4,3,,2,Pit,0,.269,.233
34,0,0,1B,448,.176,3329,Chris McGuiness,13,0,,1,Pit,0,.206,.176
54,3,1,2B,449,.222,2303,Tyler Greene,19,7,,3,Atl,0,.352,.263
76,7,0,SS,450,.184,1284,Robert Andino,27,5,,4,Pit,0,.237,.253
18,0,1,C,451,.278,2239,Brett Hayes,3,2,,2,KC,0,.611,.278
134,10,4,OF,452,.209,3201,Marc Krauss,45,11,,13,Hou,2,.366,.267
216,27,6,"OF, 3B",453,.222,1665,Don Kelly,28,33,,23,Det,2,.343,.309
138,6,2,2B,454,.268,1708,Tony Abreu,33,21,,14,SF,0,.442,.301
133,8,4,OF,455,.188,3423,Jordany Valdespin,28,16,,16,FA,4,.316,.250
169,22,9,3B,456,.189,1817,Cody Ransom,62,21,,20,ChC,0,.420,.286
125,6,1,OF,457,.192,3086,Jimmy Paredes,44,8,,10,KC,4,.248,.231
186,23,9,DH,458,.183,190,Jason Giambi,56,21,,31,Cle,0,.371,.282
120,12,1,C,459,.175,2482,Josh Thole,25,11,,8,Tor,0,.242,.256
424,30,11,"OF, DH",460,.233,497,Vernon Wells,73,45,,50,NYY,7,.349,.282
101,5,4,1B,461,.238,3626,Sean Halton,31,9,,17,Mil,0,.396,.291
105,6,0,2B,462,.219,2835,Nick Noonan,24,12,,5,SF,0,.238,.261
--,--,--,2B,463,--,3082,Chase d'Arnaud,--,--,,--,Pit,--,--,--
237,22,2,1B,464,.228,1085,Greg Dobbs,40,21,,22,Mia,1,.300,.303
65,3,0,OF,465,.185,3244,Darin Mastroianni,23,5,,5,Min,2,.215,.229
45,0,0,C,466,.178,2219,Tuffy Gosewisch,8,1,,3,Ari,0,.222,.174
209,27,7,OF,467,.244,2107,Xavier Paul,53,24,,32,Bal,0,.402,.339
245,9,3,OF,468,.204,1237,Jeff Francoeur,61,20,,17,Cle,3,.298,.238
176,17,2,OF,469,.199,1823,Sam Fuld,28,25,,17,Oak,8,.267,.270
23,1,0,C,470,.217,2403,Steve Clevenger,5,2,,2,Bal,0,.261,.250
99,4,2,OF,471,.293,2585,Charlie Culberson,23,12,,12,Col,5,.404,.317
262,32,12,DH,472,.202,672,Travis Hafner,79,31,,37,FA,2,.378,.301
59,7,0,3B,473,.203,3285,Brock Holt,4,9,,11,Bos,1,.237,.275
195,8,1,C,474,.297,788,Wil Nieves,32,16,,22,Phi,0,.369,.320
26,1,0,2B,475,.154,3218,Tommy Field,7,4,,0,LAA,0,.154,.185
64,3,1,2B,476,.219,2729,Chris Valaika,16,4,,9,ChC,0,.344,.261
--,--,--,OF,477,--,272,Bobby Abreu,--,--,,--,Phi,--,--,--
20,1,0,1B,478,.000,981,Casey Kotchman,1,0,,1,Mia,0,.000,.048
41,1,0,1B,479,.220,3181,Ryan Wheeler,10,1,,7,Col,0,.268,.238
294,30,4,C,480,.211,1458,Chris Stewart,49,28,,25,Pit,4,.272,.293
296,10,7,OF,481,.250,3527,J.D. Martinez,82,24,,36,Hou,2,.378,.272
179,13,0,C,482,.240,608,Yorvit Torrealba,24,10,,16,LAA,0,.285,.295
8,1,1,OF,483,.625,2764,Quintin Berry,2,5,,4,Bal,3,1.000,.667
--,--,--,1B,484,--,2043,Mat Gamel,--,--,,--,Mil,--,--,--
123,4,1,C,485,.203,4069,Tony Cruz,25,13,,13,StL,0,.293,.240
38,3,0,2B,486,.211,3131,Logan Watkins,14,2,,0,ChC,0,.237,.268
160,18,5,OF,487,.231,2807,Jordan Danks,57,15,,12,CWS,7,.369,.313
232,21,5,C,488,.181,984,Jeff Mathis,76,14,,29,Mia,0,.284,.251
23,2,0,OF,489,.043,2821,Michael Taylor,5,0,,0,Oak,0,.043,.120
134,14,3,C,490,.142,325,Henry Blanco,36,11,,14,Ari,0,.246,.228
33,3,0,OF,491,.152,3753,Reymond Fuentes,16,4,,1,SD,3,.152,.222
9,0,0,2B,492,.000,3260,Cord Phelps,2,0,,0,Bal,0,.000,.000
79,12,0,OF,493,.215,3696,Joey Terdoslavich,24,11,,4,Atl,1,.266,.315
152,7,4,OF,494,.211,2857,Collin Cowgill,42,18,,16,LAA,1,.349,.245
108,7,0,3B,495,.259,2137,Andrew Romine,24,9,,10,LAA,1,.287,.308
131,6,4,C,496,.237,937,Humberto Quintero,30,8,,13,Sea,0,.366,.275
157,18,4,"C, OF",497,.204,4471,Chris Herrmann,49,16,,18,Min,0,.325,.286
135,8,1,C,498,.207,2182,Austin Romine,37,15,,10,NYY,1,.296,.255
254,16,2,2B,499,.209,1898,Elliot Johnson,67,27,,19,Cle,22,.283,.255
144,23,2,OF,500,.250,2670,Shane Robinson,17,22,,16,StL,5,.319,.345
12,0,0,1B,501,.000,3298,Neftali Soto,6,0,,0,Cin,0,.000,.077
109,12,3,C,502,.193,1135,Kelly Shoppach,46,11,,9,FA,0,.339,.288
58,1,1,OF,503,.241,4559,Donald Lutz,14,5,,8,Cin,2,.310,.254
60,3,2,C,504,.233,2972,Tony Sanchez,14,9,,5,Pit,0,.400,.288
164,25,7,OF,505,.244,2070,Matt Tuiasosopo,57,26,,30,Ari,0,.415,.351
8,1,0,3B,506,.375,3670,Zach Walters,0,2,,1,Wsh,0,.625,.444
3,2,0,C,507,.000,2054,Lou Marson,0,0,,0,Phi,0,.000,.400
13,1,0,DH,508,.385,3481,Melky Mesa,2,2,,1,KC,0,.538,.429
26,2,0,C,509,.192,4440,Jesus Sucre,1,1,,3,Sea,0,.192,.241
132,20,5,OF,510,.242,3157,Caleb Gindl,25,17,,14,Mil,2,.439,.340
60,1,2,C,511,.167,2003,Taylor Teagarden,18,3,,5,NYM,0,.300,.180
150,13,7,OF,512,.227,4074,Andrew Brown,44,16,,24,NYM,1,.400,.288
129,7,4,3B,513,.202,843,Chad Tracy,25,6,,11,LAA,0,.326,.243
0,1,0,C,514,.000,2449,John Hester,0,1,,0,LAA,0,.000,1.000
--,--,--,OF,515,--,2927,Ryan Kalish,--,--,,--,ChC,--,--,--
10,0,0,C,516,.300,3930,Juan Centeno,1,0,,1,NYM,0,.300,.300
128,8,7,OF,517,.188,1770,Rick Ankiel,60,13,,18,NYM,0,.422,.235
195,17,1,OF,518,.256,2242,Chris Coghlan,43,10,,10,ChC,2,.354,.318
10,0,0,C,519,.100,2167,Drew Butera,5,0,,0,LAD,0,.100,.100
25,5,0,3B,520,.200,2993,Brent Morel,7,3,,1,Pit,1,.200,.333
--,--,--,1B,521,--,2507,David Cooper,--,--,,--,Cle,--,--,--
89,6,1,OF,522,.258,4483,Juan Perez,21,8,,8,SF,2,.348,.302
44,0,0,SS,523,.136,2415,Carlos Triunfel,11,1,,2,Sea,0,.159,.152
48,2,0,C,524,.146,3014,Jhonatan Solano,7,2,,2,Wsh,0,.188,.180
97,8,3,"DH, 3B",525,.278,2389,Ramiro Pena,18,14,,12,Atl,0,.443,.330
--,--,--,OF,526,--,3633,Alfredo Silverio,--,--,,--,Mia,--,--,--
40,6,0,C,527,.150,1995,John Baker,12,0,,2,ChC,0,.150,.261
10,0,0,DH,528,.000,712,Wilson Betemit,3,0,,0,TB,0,.000,.000
51,2,3,OF,529,.275,2576,Brennan Boesch,9,6,,8,LAA,0,.529,.302
1,0,0,C,530,.000,4466,Audry Perez,1,0,,0,StL,0,.000,.000
7,0,0,DH,531,.286,2775,Max Stassi,2,0,,1,Hou,0,.286,.375
121,9,0,OF,532,.289,3593,Cesar Hernandez,26,17,,10,Phi,0,.331,.344
58,2,0,C,533,.155,830,Koyie Hill,18,3,,0,Wsh,0,.190,.183
--,--,--,3B,534,--,4600,Garin Cecchini,--,--,,--,Bos,--,--,--
95,7,0,OF,535,.126,2339,Casper Wells,31,6,,1,ChC,0,.147,.186
1,0,0,C,536,.000,4576,Sandy Leon,1,0,,0,Wsh,0,.000,.000
18,1,1,SS,537,.222,2840,Ehire Adrianza,5,3,,3,SF,0,.444,.263
28,2,0,1B,538,.179,2803,Robinson Chirinos,6,3,,0,Tex,0,.286,.233
--,--,--,OF,539,--,795,Chone Figgins,--,--,,--,LAD,--,--,--
41,3,0,3B,540,.171,1939,Paul Janish,11,7,,2,Col,0,.220,.222
128,8,2,OF,541,.180,904,Laynce Nix,44,11,,7,Phi,1,.258,.228
8,0,0,OF,542,.125,3759,Eury Perez,3,1,,0,Wsh,1,.125,.125
290,30,4,OF,543,.214,1897,Clete Thomas,92,39,,13,Phi,1,.307,.290
53,4,1,OF,544,.302,1753,Darnell McDonald,8,4,,5,ChC,0,.434,.351
46,8,0,OF,545,.261,3294,Tony Campana,14,10,,0,Ari,8,.304,.370
84,11,0,OF,546,.202,2839,Roger Kieschnick,29,6,,5,SF,0,.226,.295
27,4,0,OF,547,.185,727,Austin Kearns,8,3,,0,FA,0,.185,.290
20,2,0,3B,548,.200,1078,Pete Orr,8,1,,0,Mil,0,.200,.273
43,4,0,OF,549,.186,4731,Alfredo Marte,12,4,,4,Ari,0,.256,.271
519,43,8,"3B, 1B",550,.279,607,Michael Young,83,52,,46,FA,1,.395,.335
--,--,--,3B,551,--,3733,Miguel Sano,--,--,,--,Min,--,--,--
--,--,--,2B,552,--,31,Omar Vizquel,--,--,,--,Tor,--,--,--
--,--,--,C,553,--,58,Ivan Rodriguez,--,--,,--,FA,--,--,--
--,--,--,DH,554,--,68,Jim Thome,--,--,,--,FA,--,--,--
--,--,--,DH,555,--,79,Matt Stairs,--,--,,--,Wsh,--,--,--
--,--,--,DH,556,--,126,Manny Ramirez,--,--,,--,Oak,--,--,--
--,--,--,3B,557,--,133,Chipper Jones,--,--,,--,Atl,--,--,--
156,23,7,3B,558,.244,161,Alex Rodriguez,43,21,,19,NYY,4,.423,.348
--,--,--,OF,559,--,214,Johnny Damon,--,--,,--,Cle,--,--,--
--,--,--,OF,560,--,216,Mike Cameron,--,--,,--,Mia,--,--,--
--,--,--,DH,561,--,218,Jorge Posada,--,--,,--,NYY,--,--,--
--,--,--,2B,562,--,221,Juan Castro,--,--,,--,LAD,--,--,--
--,--,--,2B,563,--,235,Craig Counsell,--,--,,--,Mil,--,--,--
--,--,--,C,564,--,240,Jason Kendall,--,--,,--,FA,--,--,--
--,--,--,1B,565,--,244,Miguel Cairo,--,--,,--,FA,--,--,--
--,--,--,SS,566,--,247,Edgar Renteria,--,--,,--,FA,--,--,--
--,--,--,3B,567,--,262,Scott Rolen,--,--,,--,FA,--,--,--
--,--,--,OF,568,--,265,Andruw Jones,--,--,,--,FA,--,--,--
--,--,--,1B,569,--,273,Dmitri Young,--,--,,--,Wsh,--,--,--
--,--,--,DH,570,--,282,Vladimir Guerrero,--,--,,--,FA,--,--,--
--,--,--,1B,571,--,301,Derrek Lee,--,--,,--,FA,--,--,--
155,13,1,OF,572,.194,321,Mark Kotsay,25,8,,12,FA,0,.226,.253
397,40,15,1B,573,.249,327,Todd Helton,87,41,,61,Col,0,.423,.314
156,6,3,"2B, 3B",574,.288,334,Miguel Tejada,25,15,,20,FA,1,.378,.317
--,--,--,OF,575,--,335,Magglio Ordonez,--,--,,--,FA,--,--,--
--,--,--,2B,576,--,339,Orlando Cabrera,--,--,,--,FA,--,--,--
--,--,--,C,577,--,346,Jason Varitek,--,--,,--,FA,--,--,--
--,--,--,3B,578,--,379,Alex Cora,--,--,,--,FA,--,--,--
113,3,1,1B,579,.177,394,Alex Gonzalez,26,14,,8,Bal,0,.230,.203
--,--,--,3B,580,--,395,Wes Helms,--,--,,--,Mia,--,--,--
204,28,7,"2B, 3B",581,.235,399,Mark DeRosa,49,23,,36,Tor,0,.407,.326
--,--,--,2B,582,--,403,Carlos Guillen,--,--,,--,FA,--,--,--
--,--,--,OF,583,--,409,J.D. Drew,--,--,,--,FA,--,--,--
204,14,2,"3B, OF",584,.211,412,Jerry Hairston Jr.,22,17,,22,FA,0,.275,.265
--,--,--,1B,585,--,422,Russell Branyan,--,--,,--,NYY,--,--,--
--,--,--,1B,586,--,426,Carlos Lee,--,--,,--,FA,--,--,--
--,--,--,3B,587,--,450,Melvin Mora,--,--,,--,Ari,--,--,--
--,--,--,DH,588,--,454,Chris Woodward,--,--,,--,Tor,--,--,--
48,6,3,C,589,.208,461,Ramon Hernandez,7,4,,6,KC,1,.438,.291
69,6,1,SS,590,.116,464,John McDonald,16,8,,4,LAA,0,.174,.197
256,38,6,DH,591,.242,469,Lance Berkman,52,27,,34,FA,0,.359,.340
--,--,--,3B,592,--,485,Geoff Blum,--,--,,--,Ari,--,--,--
--,--,--,3B,593,--,487,Casey Blake,--,--,,--,FA,--,--,--
--,--,--,3B,594,--,493,Adam Kennedy,--,--,,--,FA,--,--,--
--,--,--,C,595,--,496,Ramon Castro,--,--,,--,LAD,--,--,--
--,--,--,C,596,--,512,Rod Barajas,--,--,,--,FA,--,--,--
--,--,--,OF,597,--,517,Pat Burrell,--,--,,--,FA,--,--,--
--,--,--,3B,598,--,519,Adam Everett,--,--,,--,Cle,--,--,--
--,--,--,OF,599,--,526,Corey Patterson,--,--,,--,FA,--,--,--
--,--,--,DH,600,--,527,Nick Johnson,--,--,,--,FA,--,--,--
--,--,--,3B,601,--,528,Sean Burroughs,--,--,,--,Min,--,--,--
--,--,--,OF,602,--,532,Milton Bradley,--,--,,--,Sea,--,--,--
--,--,--,3B,603,--,536,Felipe Lopez,--,--,,--,Mil,--,--,--
--,--,--,3B,604,--,550,Julio Lugo,--,--,,--,Atl,--,--,--
--,--,--,C,605,--,557,Brian Schneider,--,--,,--,FA,--,--,--
--,--,--,OF,606,--,561,Scott Podsednik,--,--,,--,FA,--,--,--
--,--,--,DH,607,--,573,Wily Mo Pena,--,--,,--,FA,--,--,--
--,--,--,1B,608,--,580,Aubrey Huff,--,--,,--,FA,--,--,--
--,--,--,1B,609,--,588,Ross Gload,--,--,,--,FA,--,--,--
--,--,--,OF,610,--,606,Xavier Nady,--,--,,--,SD,--,--,--
--,--,--,OF,611,--,622,Jay Gibbons,--,--,,--,Mil,--,--,--
52,6,1,1B,612,.173,628,Eric Hinske,17,2,,6,Ari,0,.288,.259
--,--,--,DH,613,--,630,Jack Cust,--,--,,--,Bal,--,--,--
105,2,1,2B,614,.181,637,Brandon Inge,32,5,,7,Pit,0,.238,.204
--,--,--,SS,615,--,640,Jack Wilson,--,--,,--,Atl,--,--,--
--,--,--,OF,616,--,651,Jason Michaels,--,--,,--,FA,--,--,--
266,9,2,OF,617,.267,667,Endy Chavez,31,22,,14,Sea,1,.327,.290
--,--,--,OF,618,--,671,Aaron Rowand,--,--,,--,Mia,--,--,--
--,--,--,C,619,--,676,Josh Bard,--,--,,--,FA,--,--,--
--,--,--,2B,620,--,708,Willie Harris,--,--,,--,Cin,--,--,--
35,5,0,C,621,.257,709,Corky Miller,6,2,,8,Cin,0,.400,.366
--,--,--,1B,622,--,710,Juan Rivera,--,--,,--,FA,--,--,--
--,--,--,C,623,--,716,Mike Rivera,--,--,,--,Mil,--,--,--
--,--,--,C,624,--,719,Dane Sardinha,--,--,,--,Bal,--,--,--
--,--,--,2B,625,--,735,Orlando Hudson,--,--,,--,FA,--,--,--
--,--,--,OF,626,--,738,Jason Lane,--,--,,--,SD,--,--,--
--,--,--,2B,627,--,747,Alfredo Amezaga,--,--,,--,LAD,--,--,--
55,3,1,SS,628,.236,749,Nick Green,14,4,,6,Mia,0,.327,.302
11,2,0,1B,629,.273,764,Ryan Langerhans,2,3,,0,Tor,1,.273,.385
--,--,--,3B,630,--,770,Esteban German,--,--,,--,Tex,--,--,--
